Cycle 1 : DAPI1
Cycle 1 : TTF1
Cycle 1 : B220
Cycle 1 : CD45
Cycle 2 : DAPI2
Cycle 2 : FOXP3
Cycle 2 : CD4
Cycle 2 : CD8a
Cycle 3 : DAPI3
Cycle 3 : CD103
Cycle 3 : CD11c
Cycle 3 : CD11b
Cycle 4 : DAPI4
Cycle 4 : TIM-3
Cycle 4 : PD-1
Cycle 4 : TCF1/7
Cycle 5 : DAPI5
Cycle 5 : Granzyme B
Cycle 5 : Perforin 
Cycle 5 : Ki67
Cycle 6 : DAPI6
Cycle 6 : PAX5
Cycle 6 : Ly6G
Cycle 6 : Pan Keratin
Cycle 7 : DAPI7
Cycle 7 : Nkp46
Cycle 7 : CD3e
Cycle 7 : PCNA
