List of Samples Within Dataset

MLB_1059_2
MLB_1060_2
MLB_1061_2
MLB_1062_2
MLB_1063_2
MLB_1064_2
MLB_1065_2
MLB_1066_2
MLB_1067_2
MLB_1068_2
MLB_1069_2
MLB_1070_2
MLB_1079_2
MLB_1080_2
MLB_1081_2
MLB_1082_2
MLB_1083_2
MLB_1084_2
MLB_1085_2
MLB_1086_2
MLB_1087_2
MLB_1088_2
MLB_1089_2
MLB_1090_2

Sample ID Code
MLB_1059 - MLB_1064 : KP LucOS GEMM 5 weeks + anti-PD-1 CTLA-4 (PC)
MLB_1065 - MLB_1070 : KP LucOS GEMM 5 weeks Control
MLB_1079 - MLB_1084 : KP LucOS GEMM 8 weeks + anti-PD-1 CTLA-4 (PC)
MLB_1085 - MLB_1090 : KP LucOS GEMM 8 weeks Control
